Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market
2023-03-16 12:37:30.945094512,5885011.0,Rent,Apartment,11330.0,Palm Jumeirah,3.0,0.0,,,"Elevator, Parking",South,Under Construction,3.17,,3.87,,8.42,1692344.0,78.0
2023-03-16 17:00:20.522052208,2461288.0,,Townhouse,8802.0,Business Bay,0.0,22.0,5.0,3.0,"Garden, Parking, Elevator",North,Needs Renovation,2.61,3.67,3.67,Growth,7.67,4026920.0,233.0
2023-03-16 21:23:10.099009904,5873255.0,nan,Land,9527.0,Jumeirah,34.0,42.0,8.0,3.0,"Parking, Pool",East,Under Construction,1.76,,3.56,Growth,5.23,12919011.0,36.0
2023-03-17 01:45:59.675967600,2986740.0,Sale,Villa,10164.0,Dubai Marina,19.0,3.0,,4.0,"Gym, Parking, Garden, Pool, Elevator",South,Needs Renovation,4.2,3.93,3.64,Recession,7.31,3505471.0,245.0
2023-03-17 06:08:49.252925296,4584789.0,Sale,Land,1798.0,Business Bay,39.0,17.0,8.0,3.0,"Parking, Gym",South,Needs Renovation,1.37,5.86,3.53,Stable,0.23,13351856.0,199.0
2023-03-17 10:31:38.829882992,10244407.0,Rent,Townhouse,5776.0,Downtown Dubai,35.0,4.0,5.0,2.0,"Pool, Parking, Garden, Gym",North,New,2.28,3.87,3.71,Stable,5.51,9643712.0,96.0
2023-03-17 14:54:28.406840688,1780188.0,Rent,Townhouse,5096.0,Dubai Marina,9.0,20.0,6.0,3.0,"Elevator, Pool",North,Renovated,4.68,2.32,3.54,Growth,7.43,1752535.0,55.0
2023-03-17 19:17:17.983798384,8398451.0,nan,Townhouse,12421.0,Dubai Marina,31.0,11.0,2.0,3.0,"Gym, Garden, Pool",East,Renovated,4.94,5.85,3.57,Stable,3.79,4257847.0,339.0
2023-03-17 23:40:07.560756080,994157.0,Rent,Villa,4996.0,Palm Jumeirah,,37.0,7.0,1.0,Pool,South,Renovated,1.49,2.09,3.66,Growth,9.4,8907116.0,127.0
2023-03-18 04:02:57.137713776,3781711.0,Sale,Townhouse,4747.0,,10.0,9.0,2.0,1.0,"Garden, Gym, Elevator",West,Needs Renovation,2.51,4.68,3.83,Recession,2.65,11574322.0,58.0
2023-03-18 08:25:46.714671472,9284741.0,Rent,Penthouse,14855.0,Jumeirah,,28.0,6.0,5.0,Gym,North,Under Construction,2.03,3.49,3.5,Recession,4.55,3164986.0,202.0
2023-03-18 12:48:36.291629168,4505874.0,,Penthouse,8234.0,Dubai Marina,31.0,13.0,,2.0,"Pool, Elevator, Gym, Garden",East,New,1.79,4.33,4.0,Stable,,11692072.0,284.0
2023-03-18 17:11:25.868586864,2836882.0,Rent,Penthouse,6162.0,Palm Jumeirah,14.0,0.0,5.0,3.0,"Pool, Garden",South,New,2.25,5.29,3.85,Growth,0.9,,23.0
2023-03-18 21:34:15.445544560,4944583.0,Rent,Land,1253.0,Palm Jumeirah,37.0,4.0,7.0,5.0,Parking,East,New,,3.05,3.61,Growth,4.34,14533847.0,199.0
2023-03-19 01:57:05.022502256,12306796.0,Sale,Land,2623.0,Jumeirah,17.0,11.0,,2.0,Garden,East,New,4.59,5.45,3.83,Recession,,13533540.0,231.0
2023-03-19 06:19:54.599459952,10007259.0,Sale,Land,14283.0,Business Bay,3.0,24.0,4.0,1.0,"Gym, Pool",West,Needs Renovation,4.62,2.12,3.53,Recession,8.02,9468490.0,362.0
2023-03-19 10:42:44.176417648,2153963.0,Sale,Penthouse,10119.0,Business Bay,28.0,36.0,,4.0,"Elevator, Pool, Gym, Garden",North,Under Construction,1.14,4.95,3.73,Growth,1.19,2741107.0,313.0
2023-03-19 15:05:33.753375344,8500133.0,Rent,Villa,9147.0,Palm Jumeirah,7.0,4.0,7.0,3.0,"Pool, Parking, Elevator",West,New,4.21,5.63,3.7,Recession,4.96,13000405.0,222.0
2023-03-19 19:28:23.330333040,13667482.0,Rent,Villa,11361.0,Palm Jumeirah,12.0,32.0,1.0,3.0,"Garden, Elevator, Pool, Parking",South,Under Construction,,3.34,3.67,Stable,5.56,12532787.0,128.0
2023-03-19 23:51:12.907290736,10933487.0,Rent,Land,10895.0,Downtown Dubai,42.0,23.0,8.0,1.0,Garden,North,Under Construction,3.6,,3.66,Stable,3.31,8265774.0,160.0
2023-03-20 04:14:02.484248432,7375514.0,Sale,Penthouse,14905.0,,18.0,19.0,3.0,4.0,"Elevator, Pool, Garden",East,Needs Renovation,3.41,3.19,3.66,Growth,9.03,6609637.0,344.0
2023-03-20 08:36:52.061206128,11102583.0,Sale,Apartment,6331.0,Jumeirah,6.0,40.0,7.0,,"Parking, Garden, Gym",East,Needs Renovation,3.21,3.37,3.66,Recession,0.99,3186227.0,150.0
2023-03-20 12:59:41.638163808,13496069.0,Rent,Villa,3852.0,Jumeirah,17.0,36.0,1.0,,Garden,East,Renovated,1.9,2.27,3.74,Growth,9.4,14651952.0,141.0
2023-03-20 17:22:31.215121504,6009604.0,Rent,Apartment,12146.0,Dubai Marina,45.0,3.0,9.0,3.0,Pool,South,New,4.07,2.19,3.65,Growth,4.06,12459218.0,87.0
2023-03-20 21:45:20.792079200,3659141.0,Rent,Penthouse,9640.0,Dubai Marina,19.0,49.0,3.0,,"Parking, Garden",South,Renovated,,2.22,3.55,Stable,5.14,13961091.0,291.0
2023-03-21 02:08:10.369036896,8428555.0,Rent,Apartment,9766.0,Jumeirah,9.0,24.0,1.0,1.0,Garden,East,Renovated,1.32,3.05,3.9,,3.74,2585527.0,142.0
2023-03-21 06:30:59.945994592,8028005.0,Rent,Townhouse,10818.0,Palm Jumeirah,40.0,28.0,,2.0,"Parking, Gym, Garden, Elevator, Pool",East,Needs Renovation,1.04,5.71,3.62,,8.1,13420332.0,4.0
2023-03-21 10:53:49.522952288,9192476.0,nan,Apartment,3483.0,Business Bay,1.0,1.0,3.0,2.0,"Pool, Elevator, Parking, Garden, Gym",East,Renovated,4.04,3.93,3.93,Stable,7.95,12495479.0,125.0
2023-03-21 15:16:39.099909984,1939121.0,Sale,Apartment,12794.0,Business Bay,25.0,24.0,2.0,,"Pool, Elevator, Garden, Parking, Gym",North,New,1.63,4.08,3.93,Recession,5.09,6720281.0,277.0
2023-03-21 19:39:28.676867680,10206657.0,Rent,Apartment,9006.0,Business Bay,33.0,42.0,6.0,5.0,"Garden, Pool",North,Renovated,4.6,,3.76,Growth,1.73,8961775.0,351.0
2023-03-22 00:02:18.253825376,5770988.0,Sale,Apartment,7123.0,Downtown Dubai,7.0,13.0,8.0,3.0,"Garden, Elevator, Parking",West,Under Construction,2.11,5.42,3.61,Stable,9.62,2487784.0,212.0
2023-03-22 04:25:07.830783072,8583165.0,Sale,Penthouse,11487.0,Business Bay,37.0,17.0,,3.0,"Pool, Parking",East,Renovated,3.34,3.89,3.92,Recession,1.99,9878116.0,28.0
2023-03-22 08:47:57.407740768,6513195.0,Sale,Villa,14672.0,Palm Jumeirah,2.0,40.0,4.0,1.0,"Parking, Pool, Elevator, Garden, Gym",South,Under Construction,4.75,2.74,3.54,Growth,6.43,,188.0
2023-03-22 13:10:46.984698464,944404.0,Rent,Apartment,8573.0,Palm Jumeirah,1.0,19.0,3.0,4.0,"Pool, Parking, Elevator, Garden, Gym",nan,Under Construction,3.21,2.75,3.8,Stable,4.26,14900000.0,332.0
2023-03-22 17:33:36.561656160,2584832.0,Rent,Villa,9335.0,Palm Jumeirah,1.0,28.0,4.0,3.0,"Elevator, Gym",nan,Renovated,2.87,5.02,3.75,Stable,,12124694.0,334.0
2023-03-22 21:56:26.138613856,6092640.0,Sale,Villa,2745.0,Jumeirah,43.0,19.0,5.0,5.0,"Elevator, Parking",South,Needs Renovation,3.9,,3.67,Growth,9.76,6963278.0,182.0
2023-03-23 02:19:15.715571552,4513093.0,Rent,Land,3423.0,Business Bay,,22.0,1.0,5.0,"Pool, Garden, Gym",South,New,,2.32,3.64,Growth,0.62,13537117.0,95.0
2023-03-23 06:42:05.292529248,4408725.0,Sale,Townhouse,12626.0,Dubai Marina,46.0,31.0,3.0,2.0,Parking,South,Under Construction,,5.76,3.96,Recession,9.31,1536890.0,45.0
2023-03-23 11:04:54.869486944,8897467.0,Rent,Apartment,9893.0,Dubai Marina,,45.0,,4.0,Elevator,West,Under Construction,1.38,2.62,3.78,Stable,3.61,,174.0
2023-03-23 15:27:44.446444640,3579746.0,Rent,Villa,10990.0,Jumeirah,27.0,30.0,4.0,4.0,"Pool, Parking, Garden, Gym, Elevator",West,New,4.59,3.5,3.86,Stable,,1443732.0,244.0
2023-03-23 19:50:34.023402336,5608260.0,Sale,Townhouse,2230.0,Dubai Marina,14.0,48.0,,2.0,"Garden, Gym",East,Needs Renovation,3.04,4.52,3.9,Recession,2.61,2539003.0,320.0
2023-03-24 00:13:23.600360032,724930.0,Sale,Villa,13675.0,Palm Jumeirah,30.0,25.0,4.0,2.0,"Garden, Parking",North,Needs Renovation,1.3,4.21,3.62,Growth,,10686973.0,272.0
2023-03-24 04:36:13.177317728,13181347.0,Sale,Apartment,3187.0,Jumeirah,16.0,23.0,7.0,,"Elevator, Gym",West,Needs Renovation,2.75,3.96,3.63,Growth,1.14,3144884.0,228.0
2023-03-24 08:59:02.754275424,7742698.0,Rent,Land,4115.0,Jumeirah,,40.0,1.0,5.0,"Garden, Parking, Elevator, Pool",South,New,3.67,,3.84,Growth,1.73,1341508.0,125.0
2023-03-24 13:21:52.331233120,11827548.0,Rent,Penthouse,13154.0,Palm Jumeirah,4.0,29.0,,3.0,"Garden, Pool, Elevator, Parking",North,Under Construction,2.8,,3.82,Recession,2.28,5925777.0,83.0
2023-03-24 17:44:41.908190816,2059272.0,,Land,4130.0,Dubai Marina,38.0,23.0,4.0,,"Elevator, Parking, Garden",West,New,3.93,2.23,4.0,Stable,1.14,,42.0
2023-03-24 22:07:31.485148512,14720744.0,Sale,Apartment,2886.0,,41.0,24.0,,2.0,"Pool, Garden, Parking",West,Renovated,3.96,2.95,3.81,,0.67,,348.0
2023-03-25 02:30:21.062106208,11153374.0,Rent,Apartment,11012.0,Jumeirah,31.0,6.0,8.0,4.0,"Gym, Elevator, Garden",East,New,1.75,5.79,3.65,Growth,5.14,11628108.0,99.0
2023-03-25 06:53:10.639063904,4688772.0,Sale,Land,8052.0,Jumeirah,46.0,9.0,1.0,4.0,"Pool, Parking, Elevator, Gym, Garden",nan,Needs Renovation,3.75,4.72,3.74,Recession,4.63,3256726.0,46.0
2023-03-25 11:16:00.216021600,13097172.0,Rent,Penthouse,14298.0,Business Bay,16.0,44.0,9.0,5.0,"Gym, Parking, Elevator, Garden, Pool",West,Under Construction,4.95,4.47,3.87,Recession,2.42,4332289.0,136.0
2023-03-25 15:38:49.792979296,10945914.0,Rent,Penthouse,8554.0,Downtown Dubai,15.0,5.0,,1.0,"Pool, Gym",East,New,2.94,4.64,3.5,Recession,7.51,4643407.0,176.0
2023-03-25 20:01:39.369936992,2053694.0,Sale,Penthouse,4491.0,Downtown Dubai,9.0,29.0,3.0,3.0,"Gym, Pool",East,New,1.62,3.56,3.77,Stable,,14654619.0,172.0
2023-03-26 00:24:28.946894688,11411113.0,,Apartment,11752.0,Palm Jumeirah,23.0,6.0,5.0,5.0,"Pool, Elevator",North,Needs Renovation,2.99,5.95,3.69,Growth,0.83,2586202.0,195.0
2023-03-26 04:47:18.523852384,4430576.0,Rent,Villa,666.0,Dubai Marina,19.0,41.0,4.0,2.0,Pool,North,Needs Renovation,3.23,2.95,3.93,Growth,,,153.0
2023-03-26 09:10:08.100810080,3977929.0,Sale,Apartment,11070.0,Business Bay,6.0,37.0,4.0,2.0,"Pool, Parking, Garden",East,Renovated,3.34,3.77,3.65,Growth,2.29,7867062.0,7.0
2023-03-26 13:32:57.677767776,3070817.0,Rent,Townhouse,3075.0,Palm Jumeirah,41.0,24.0,7.0,3.0,Pool,nan,New,2.65,4.14,3.73,Recession,3.22,,125.0
2023-03-26 17:55:47.254725472,11726521.0,Rent,Land,10547.0,Business Bay,2.0,25.0,1.0,,"Parking, Garden, Gym, Elevator",North,Under Construction,2.32,2.45,3.64,Recession,9.41,8907432.0,237.0
2023-03-26 22:18:36.831683168,14790784.0,Rent,Land,12927.0,Palm Jumeirah,13.0,37.0,5.0,5.0,"Pool, Parking, Gym, Garden",East,Needs Renovation,4.69,2.41,3.61,Growth,5.1,7095642.0,232.0
2023-03-27 02:41:26.408640864,10360675.0,Sale,Villa,7296.0,Jumeirah,45.0,20.0,2.0,3.0,"Parking, Pool, Gym",North,New,1.02,2.44,3.6,Growth,2.33,3100356.0,209.0
2023-03-27 07:04:15.985598560,2499623.0,Sale,Apartment,12717.0,Dubai Marina,17.0,26.0,2.0,3.0,"Parking, Garden, Elevator, Gym, Pool",East,New,2.07,,3.84,Stable,8.16,9922337.0,291.0
2023-03-27 11:27:05.562556256,3219974.0,,Penthouse,6960.0,Jumeirah,4.0,13.0,,4.0,Pool,West,Renovated,,4.16,3.56,Recession,1.37,12189069.0,31.0
2023-03-27 15:49:55.139513952,1285513.0,Rent,Apartment,12133.0,,8.0,36.0,1.0,1.0,"Gym, Elevator, Parking, Garden, Pool",North,Under Construction,3.49,4.53,3.83,Stable,,1793847.0,180.0
2023-03-27 20:12:44.716471648,2442916.0,Sale,Villa,7372.0,Downtown Dubai,,12.0,6.0,2.0,Gym,West,Renovated,2.65,3.23,3.65,Growth,0.06,10290411.0,47.0
2023-03-28 00:35:34.293429344,3230393.0,Rent,Villa,5885.0,Palm Jumeirah,18.0,0.0,1.0,1.0,"Elevator, Gym, Pool, Garden, Parking",West,Under Construction,2.24,3.69,3.86,Stable,9.85,10901412.0,154.0
2023-03-28 04:58:23.870387040,2262330.0,Rent,Land,11260.0,Downtown Dubai,36.0,3.0,9.0,,Parking,North,Renovated,3.96,,3.72,Recession,9.54,5613630.0,217.0
2023-03-28 09:21:13.447344736,1143663.0,,Land,12416.0,Palm Jumeirah,6.0,46.0,6.0,4.0,"Parking, Elevator, Garden, Gym, Pool",North,New,,5.22,3.7,Stable,1.92,11754803.0,204.0
2023-03-28 13:44:03.024302432,14747313.0,Sale,Land,6451.0,Jumeirah,,25.0,2.0,5.0,Gym,West,Renovated,2.15,4.95,3.59,Stable,6.07,11532396.0,49.0
2023-03-28 18:06:52.601260128,8650650.0,,Land,2566.0,Dubai Marina,,37.0,1.0,1.0,"Garden, Elevator, Parking, Gym",North,Needs Renovation,1.97,4.63,3.68,Recession,,1332788.0,341.0
2023-03-28 22:29:42.178217824,2632861.0,nan,Villa,2396.0,Palm Jumeirah,40.0,4.0,8.0,5.0,"Elevator, Pool",West,Under Construction,3.37,,3.97,Recession,9.84,12110897.0,364.0
2023-03-29 02:52:31.755175520,4874672.0,Sale,Land,13070.0,Jumeirah,49.0,34.0,3.0,3.0,"Pool, Gym",East,Under Construction,4.94,3.86,3.64,Stable,4.86,13501275.0,6.0
2023-03-29 07:15:21.332133216,7987019.0,Rent,Land,9337.0,Business Bay,41.0,43.0,,4.0,"Gym, Pool, Garden",West,New,1.17,2.34,3.82,Stable,,7917206.0,69.0
2023-03-29 11:38:10.909090912,11632936.0,Rent,Villa,9961.0,Downtown Dubai,43.0,23.0,2.0,3.0,"Parking, Pool",South,Needs Renovation,1.1,3.94,3.99,Stable,6.46,2890691.0,201.0
2023-03-29 16:01:00.486048608,2896007.0,Sale,Land,1976.0,Dubai Marina,,13.0,8.0,5.0,"Garden, Gym, Elevator",nan,New,4.33,4.77,3.62,Stable,4.7,1179177.0,288.0
2023-03-29 20:23:50.063006304,12626712.0,Rent,Land,7997.0,Dubai Marina,34.0,9.0,2.0,3.0,Elevator,South,Under Construction,3.43,3.78,3.59,Stable,6.06,11717377.0,202.0
2023-03-30 00:46:39.639964000,7730649.0,Sale,Apartment,12300.0,Downtown Dubai,34.0,21.0,8.0,4.0,"Elevator, Gym, Garden",South,Under Construction,1.3,5.92,3.65,Recession,3.29,14283142.0,260.0
2023-03-30 05:09:29.216921696,8893702.0,,Land,4797.0,Business Bay,22.0,16.0,8.0,4.0,"Parking, Pool",West,Renovated,,2.19,3.94,Recession,6.34,5952404.0,6.0
2023-03-30 09:32:18.793879392,5843081.0,Sale,Land,10739.0,Palm Jumeirah,26.0,36.0,4.0,4.0,Gym,South,New,4.81,3.32,3.6,Growth,5.68,1699524.0,169.0
2023-03-30 13:55:08.370837088,11856219.0,Rent,Penthouse,1056.0,Business Bay,4.0,4.0,7.0,2.0,"Elevator, Parking, Garden",East,Needs Renovation,2.85,4.59,3.55,Stable,6.4,11692354.0,268.0
2023-03-30 18:17:57.947794784,6620577.0,Sale,Apartment,13126.0,,,21.0,7.0,2.0,"Gym, Garden, Pool, Parking, Elevator",South,Renovated,3.8,3.78,3.81,Recession,0.07,1050359.0,24.0
2023-03-30 22:40:47.524752480,2839544.0,Rent,Villa,6171.0,Jumeirah,27.0,10.0,6.0,,"Gym, Parking",West,Needs Renovation,3.88,2.48,3.59,Stable,2.14,,281.0
2023-03-31 03:03:37.101710176,2720766.0,nan,Townhouse,3237.0,Palm Jumeirah,38.0,20.0,6.0,3.0,"Elevator, Pool, Gym",nan,Renovated,1.38,4.23,3.53,Recession,,9319205.0,85.0
2023-03-31 07:26:26.678667872,9686263.0,Sale,Land,13460.0,Dubai Marina,,34.0,5.0,1.0,"Parking, Garden, Pool, Elevator, Gym",East,New,2.76,3.2,3.86,Growth,1.74,12707331.0,167.0
2023-03-31 11:49:16.255625568,7968606.0,nan,Apartment,9605.0,Dubai Marina,46.0,27.0,3.0,2.0,"Garden, Gym",West,New,3.99,3.64,3.78,,6.13,8228111.0,147.0
2023-03-31 16:12:05.832583264,14221321.0,Rent,Land,672.0,,,47.0,8.0,1.0,"Parking, Gym",North,New,3.21,2.89,3.87,Growth,9.86,,318.0
2023-03-31 20:34:55.409540960,688243.0,Rent,Villa,14520.0,Dubai Marina,2.0,17.0,6.0,,"Pool, Gym, Elevator, Garden, Parking",North,Under Construction,1.43,4.91,3.63,Recession,5.07,5936222.0,344.0
2023-04-01 00:57:44.986498656,14112174.0,Rent,Apartment,6422.0,Downtown Dubai,45.0,3.0,,3.0,"Garden, Gym, Pool, Parking, Elevator",nan,New,4.09,3.03,4.0,Stable,5.41,10064076.0,306.0
2023-04-01 05:20:34.563456352,7521597.0,Rent,Townhouse,9382.0,Business Bay,4.0,1.0,7.0,1.0,"Pool, Parking, Elevator",East,Renovated,2.58,4.36,3.95,,2.29,14486424.0,195.0
2023-04-01 09:43:24.140414048,832136.0,Sale,Apartment,8958.0,Downtown Dubai,9.0,0.0,3.0,1.0,"Pool, Elevator, Parking, Gym",North,Under Construction,4.12,2.88,3.61,Growth,9.86,7416764.0,23.0
2023-04-01 14:06:13.717371744,14733367.0,Rent,Penthouse,9122.0,Downtown Dubai,48.0,8.0,9.0,4.0,"Elevator, Gym",North,Renovated,4.12,3.68,3.76,Recession,9.44,6079725.0,172.0
2023-04-01 18:29:03.294329440,11593454.0,Sale,Land,2356.0,Downtown Dubai,43.0,30.0,4.0,2.0,"Gym, Parking, Garden",East,Under Construction,2.03,3.31,3.84,Stable,2.24,,114.0
2023-04-01 22:51:52.871287136,12255151.0,Rent,Land,14747.0,Dubai Marina,5.0,18.0,6.0,4.0,Pool,West,Under Construction,3.8,5.94,3.61,Stable,,11506385.0,183.0
2023-04-02 03:14:42.448244832,4821976.0,Rent,Townhouse,6433.0,Business Bay,21.0,43.0,6.0,3.0,Pool,West,Renovated,4.53,2.76,3.97,Recession,,11534712.0,246.0
2023-04-02 07:37:32.025202512,10411782.0,Sale,Villa,4152.0,Jumeirah,14.0,25.0,3.0,3.0,"Parking, Pool, Garden, Elevator",nan,Renovated,,,3.8,Growth,1.97,13203450.0,160.0
2023-04-02 12:00:21.602160208,12049551.0,Sale,Townhouse,8889.0,Downtown Dubai,15.0,46.0,4.0,4.0,"Garden, Elevator, Parking, Gym",nan,New,2.95,4.16,3.78,Stable,,,199.0
2023-04-02 16:23:11.179117904,4206090.0,Sale,Townhouse,1636.0,Jumeirah,5.0,48.0,8.0,,"Gym, Parking, Garden, Elevator, Pool",East,New,2.3,3.87,3.65,,7.45,,254.0
2023-04-02 20:46:00.756075600,6495503.0,Sale,Land,10892.0,Dubai Marina,21.0,31.0,4.0,5.0,"Pool, Garden, Gym, Elevator, Parking",nan,New,1.8,4.73,3.98,Recession,1.62,8797640.0,24.0
2023-04-03 01:08:50.333033296,6564613.0,Sale,Villa,7505.0,Dubai Marina,44.0,43.0,5.0,3.0,"Parking, Gym",West,New,1.98,2.3,3.7,Stable,7.54,,164.0
2023-04-03 05:31:39.909990992,12360077.0,Rent,Villa,9281.0,Dubai Marina,15.0,0.0,7.0,,"Garden, Gym, Pool",North,Under Construction,2.09,,3.89,Recession,3.47,9430227.0,52.0
2023-04-03 09:54:29.486948688,12048938.0,Rent,Apartment,10805.0,Dubai Marina,15.0,6.0,5.0,1.0,"Gym, Elevator",West,Under Construction,2.17,4.86,3.98,Growth,6.77,823587.0,140.0
2023-04-03 14:17:19.063906384,8740639.0,Sale,Villa,14644.0,Jumeirah,,28.0,8.0,3.0,"Garden, Parking, Gym, Pool",West,New,2.11,,3.52,Recession,3.05,5882938.0,270.0
2023-04-03 18:40:08.640864080,9698575.0,Sale,Penthouse,12314.0,Jumeirah,18.0,32.0,4.0,5.0,Parking,South,Under Construction,2.53,4.72,3.53,Recession,,14500136.0,66.0
2023-04-03 23:02:58.217821776,6965481.0,Rent,Apartment,8549.0,Jumeirah,15.0,0.0,6.0,3.0,"Pool, Garden, Parking, Gym, Elevator",North,Under Construction,1.58,5.07,3.72,,,13078131.0,360.0
2023-04-04 03:25:47.794779472,2539419.0,,Penthouse,7360.0,,23.0,19.0,5.0,4.0,"Gym, Elevator",nan,New,1.63,4.15,3.67,Growth,3.98,11656069.0,296.0
2023-04-04 07:48:37.371737168,1474990.0,Sale,Land,4275.0,Business Bay,11.0,33.0,9.0,1.0,"Gym, Garden, Elevator, Pool, Parking",East,New,2.14,4.59,3.67,Growth,1.69,8620226.0,188.0
2023-04-04 12:11:26.948694864,7888299.0,nan,Townhouse,3287.0,Downtown Dubai,16.0,7.0,6.0,,Garden,South,Needs Renovation,1.33,3.07,3.78,,1.55,7128836.0,231.0
2023-04-04 16:34:16.525652560,3505315.0,Sale,Townhouse,12271.0,Dubai Marina,,30.0,7.0,3.0,"Gym, Garden",North,Renovated,2.18,2.54,3.81,,8.74,12425991.0,145.0
2023-04-04 20:57:06.102610256,10345661.0,,Land,5513.0,Dubai Marina,16.0,5.0,8.0,5.0,"Elevator, Garden, Gym",North,New,3.86,4.56,3.79,Growth,4.13,11176014.0,127.0
2023-04-05 01:19:55.679567952,1644770.0,Sale,Villa,854.0,Jumeirah,20.0,15.0,,3.0,"Pool, Parking, Gym, Garden",East,Needs Renovation,3.88,3.06,3.68,,8.2,10324107.0,145.0
2023-04-05 05:42:45.256525648,9478206.0,Rent,Penthouse,2556.0,Palm Jumeirah,44.0,44.0,6.0,2.0,"Elevator, Pool, Gym",South,Renovated,3.51,4.24,3.92,Growth,0.85,13007725.0,56.0
2023-04-05 10:05:34.833483344,14392061.0,Sale,Townhouse,14800.0,Business Bay,,35.0,1.0,,"Pool, Parking, Elevator",South,New,1.51,4.55,3.83,Growth,9.41,12588159.0,313.0
2023-04-05 14:28:24.410441040,8482596.0,Sale,Land,3535.0,Business Bay,31.0,25.0,1.0,3.0,"Parking, Elevator, Pool, Gym",North,New,,2.41,3.67,Growth,9.05,5603518.0,168.0
2023-04-05 18:51:13.987398736,14230854.0,Sale,Land,3252.0,Business Bay,18.0,42.0,8.0,5.0,"Garden, Gym, Parking",West,Under Construction,2.84,2.58,3.74,Recession,2.19,14851950.0,153.0
2023-04-05 23:14:03.564356432,4569303.0,,Townhouse,14141.0,,39.0,21.0,1.0,5.0,"Gym, Garden, Parking, Pool",South,Needs Renovation,3.75,3.96,3.53,Recession,9.2,9250852.0,154.0
2023-04-06 03:36:53.141314128,2143925.0,Rent,Apartment,8886.0,Jumeirah,43.0,0.0,5.0,4.0,Pool,South,Needs Renovation,3.84,,3.91,Stable,7.31,1777719.0,78.0
2023-04-06 07:59:42.718271824,2649593.0,Sale,Apartment,13301.0,Jumeirah,,3.0,,4.0,"Garden, Parking, Elevator, Gym",West,Renovated,2.26,,3.8,Growth,6.93,4458254.0,238.0
2023-04-06 12:22:32.295229520,9537663.0,Rent,Townhouse,7633.0,Palm Jumeirah,5.0,31.0,3.0,5.0,"Parking, Elevator, Garden, Pool, Gym",nan,Renovated,1.93,4.95,3.52,Growth,2.73,12543249.0,297.0
2023-04-06 16:45:21.872187216,8919353.0,Rent,Penthouse,4965.0,Jumeirah,1.0,0.0,,4.0,"Elevator, Parking, Garden, Pool, Gym",East,New,3.42,3.09,3.57,Growth,2.96,,10.0
2023-04-06 21:08:11.449144912,4483243.0,Sale,Villa,4443.0,Business Bay,32.0,35.0,5.0,3.0,"Pool, Gym",East,Renovated,,4.65,3.81,Recession,0.88,,19.0
2023-04-07 01:31:01.026102608,2363987.0,nan,Villa,7139.0,Dubai Marina,36.0,17.0,3.0,1.0,"Elevator, Garden, Pool, Parking",West,Under Construction,2.79,2.53,3.9,Stable,5.42,,10.0
2023-04-07 05:53:50.603060304,3734224.0,nan,Penthouse,14873.0,Jumeirah,6.0,27.0,,1.0,"Parking, Elevator, Pool",South,Needs Renovation,,5.17,3.96,Stable,0.67,7981115.0,136.0
2023-04-07 10:16:40.180018000,1375970.0,Sale,Villa,10775.0,,,41.0,8.0,1.0,"Elevator, Pool",East,Under Construction,2.1,3.5,3.85,Recession,4.81,11485276.0,203.0
2023-04-07 14:39:29.756975696,13054093.0,Rent,Villa,14832.0,Palm Jumeirah,,17.0,,1.0,"Gym, Parking, Garden, Pool",nan,Under Construction,3.4,3.75,3.75,Recession,5.71,2120382.0,364.0
2023-04-07 19:02:19.333933392,10678948.0,Sale,Penthouse,6175.0,Downtown Dubai,,30.0,,,"Pool, Elevator, Parking, Gym",South,New,1.62,,3.94,Stable,,3777794.0,39.0
2023-04-07 23:25:08.910891088,6779348.0,Rent,Apartment,14510.0,Business Bay,32.0,19.0,5.0,2.0,"Parking, Pool, Elevator",East,New,2.16,5.51,3.79,Recession,,4709189.0,74.0
2023-04-08 03:47:58.487848784,13664467.0,Sale,Apartment,5308.0,Jumeirah,24.0,41.0,7.0,3.0,"Pool, Garden",West,Renovated,4.09,4.98,3.81,Growth,,5381878.0,297.0
2023-04-08 08:10:48.064806480,11394117.0,Sale,Villa,5945.0,Downtown Dubai,46.0,14.0,5.0,3.0,Elevator,South,Renovated,4.86,,3.64,,9.57,2599533.0,113.0
2023-04-08 12:33:37.641764176,7976662.0,Rent,Townhouse,3515.0,Jumeirah,48.0,20.0,3.0,2.0,"Elevator, Gym, Garden, Parking",nan,Needs Renovation,1.41,,3.5,Recession,9.0,8497620.0,323.0
2023-04-08 16:56:27.218721872,12079980.0,Rent,Villa,9016.0,Business Bay,11.0,24.0,3.0,3.0,"Garden, Gym, Elevator, Parking",South,New,2.0,2.09,3.72,Growth,4.62,3801064.0,272.0
2023-04-08 21:19:16.795679568,9215086.0,Sale,Villa,7561.0,Jumeirah,22.0,35.0,,2.0,"Gym, Garden, Elevator",North,New,4.22,5.15,3.89,Stable,0.6,13836539.0,132.0
2023-04-09 01:42:06.372637264,13902045.0,Rent,Apartment,7920.0,Business Bay,29.0,24.0,6.0,2.0,"Gym, Elevator",East,Needs Renovation,3.37,4.56,3.66,Recession,9.04,,87.0
